reviews,title
"
  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine
,
  Reliable phone with neat experience. Zero bloatware.,Even though it's a 12 MP cam, the quality of photos and top notch.,Battery keeps us for 2 days as well - good software optimization.,The build quality is a good as the ones in 25k+ prices for other phones.,Perfect everyday use phone!
,
  I have nokia 7.2,i dont have this phone,,,but still i love it.....because i am a nokia lover..... 😊
,
  Stock Android - Clean OS without any bloatware, 2 Years of promised Android OS & Security Updates, Elegant Design which is super cool compared with Nokia 7.2, Very Smooth and Sturdy in holding the handset & On a Final Verdict - Awesome Deal for Android One Lovers 😊.,Promised one day delivery by Appario 😊.
,
  Some people think that this phone maybe overpriced. But I have to say it is one of the best phone of this price. I buy this phone for moderate use, not for gaming. The camera of this phone is really  & the audio quality & battary perfect & in-hand fill are great. Nokia is not like other chiniese brands who have a lote of privacy issue . It give you a stock Android with zero bloatware, that give you a good experience for use. Nokia give 3 years security update & 2 years android update.
,
   Nokia 5.3 Cyan 4GB/64GB,Things I like:,* Big Display which is well lit,* Light weight,* Beautiful back gradient design with pattern,* Pure android (Android One) with out of box Android 10 and August Security Update (after updating),* Camera is above average,* 2 Major android upgrades (Android 11 & 12),* USB-C & Headphone jack,* WHITE NOTIFICATION LED in POWER BUTTON ITSELF,* No bloatwares except Google apps,* Flip to disconnect call and pickup to silent call gestures,Things I didn't liked:,* Camera performance in low light,* Screen ratio (bit longer),* Display resolution (720p+ or HD+),* Device battery and processor (comparing to others in 14k price range),In the box:,* Mobile Phone, charger (5V 2A), USB Type C cable, earphones with mic, sim ejector tool and documents.,Conclusion:,It is a relief and life saver amidst the No China campaign. Strictly speaking, you will be more than happy with the performance of this phone if you are average user (not a heavy mobile gamer).,This phone is great for daily use and Nokia could have added few extra features. Overall this is a beautiful phone for this price range and one shouldn't expect too much.,Go for it, you'll be happy.,Note: Charger is ""Made in China""
,
  Really love the design and build quality of Nokia products.,Nokia 5.3 is a beautiful Android one device, hence zero bloatware. Great Camera, Big screen, Smooth performance, Solid build quality. What more can one ask for.
,
  Since most of you would already know about the kinda average specs. Here are my impressions of using the phone:,> Built feels good, the plastic back panel doesn't feel cheap at all and the buttons are very tactile. The notification light is placed on the power button, which is hard to notice. The back panel has a fine texture, but it doesn't feel or give any extra grip, but the curved edges help in holding the phone better.,> Display resolution is not right for the price and screen size. It's 720p+ on a massive 6.5inch screen. There is no outright pixelation, but if you have seen 1080p screens before you would notice that the text and icons are not sharp enough. If you used a 720p phone before then this display would be okayish. Other than that the 20:9 ratio makes the display quite tall. Brightness is decent.,> Stock Android experience: Probably the main selling point of Nokia would be the clean Android OS it offers. There are no additional apps installed in the phone, except for some basic Google apps. Even you can choose not to install some Google apps like Duo, Google News, Google Play Music etc during the setup.,Some may not like this as most other brands pre-install some social media and utility apps like voice recorders.,The phone is upto date with security patches till August 2020 on 5 Sept 2020, which is nice. The optimizations are good and regular apps like social media, browsing and video playback work fine. I don't game, so idea about that.,There is 2 year software update guaranteed as a part of the Android One programme.,> Battery life: It's excellent, phone is well optimized for battery life. In my two days of use with 4G data on always, the battery lasted very well. I got 2.5 to 3 hrs screen-on-time for every 25% of the battery on regular use. But no inclusion of fast-charging is quite disappointing.,> Cameras: Haven't tested much, but GCam seems to work better as seen from some reviews. Will update this later.,> Confused hardware: There is NFC (probably because the phone was for European markets) but no information on a Gyro sensor. Though there is a compass, which some say is not available.,Other than that you get a clear case and headphones in the box, like most other Nokia phones.,Overall, if you want to buy a stock android based phone or cannot wait for flash sales, then the Nokia 5.3 is good.
","Nokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Charcoal"
"
  Dont buyig this is product its third class catergory phone plz guyiz dont buying this phone its humble request d
,
  I want to buy low priced featured smartphone and found this and I didn't regret my purchase.,It has great features at given price (5150 RS) in fact best phone to offer such features at price in current time.,Screen: not best if you use Samsung amoled display or premium brand products but definitely its great at price. Touch, screen quality is good and won't regret.,Performance: It's do job fantastic if you use for basic phone features, surfing and multiple tab is also good. I didn't feel any lagging. Performance is as good as xiaomi likes products.,Battery : battery is just okay doesn't have much to offer. Battery life is not so great and hardly last for day If 4g data and location is on as it has only 2400 mAH capacity. Best part is its removable battery so could be easy to change in future if required.,Charging is liitle slow and take much time to charge - no fast charging. It has micro USB ports.,Fingerprint is very good responsive and face unlock works great. Face unlock capabilities is appreciable.,Box includes phone, removable battery, charger, already applied Screen cover and TPU back cover with warranty card.,If you OK with battery and have budget friendly smartphone then suggest this is best phone to choose.
,
  Good in this price range. Not bad at all for students it's good option. Recommend from my end
,
  Very good phone in made in India
,
  Chinies Phone!,Chinies Phone!,Battery backup only 3-4 hrs.,Don't buy it. Heating problem from first day, continue hanging on camera and Facebook. Total wasted of money. Amazon can't provide refund policy.😞
,
  Itel A46 One Of Best Mobiles Under 5k Range Great Configuration fingerprint Faceunlock Dual Camera Everything is Ok,Should Update Increase A Battery 3500mah To  4000mah Atleast More Satisfaction to me & All
,
  Not bad for a mobile worth 6k. Display is good. We will get 9 GB internal memory. Supports VoLTE, camera ia okay, battery is normal 3000mAh would be appreciable. Liked that it was Made in India. Fingerprint reader at this price. Don't buy if cost is more than 6k. MRP is 6K.
,
  Super phone but battery is low capacity 2400mah
","itel A46 (Dark Water, 2GB RAM, 16GB Storage)"
"
  Dont buy.. after 10 to.15 mins gaming phone lagging too much
,
  Good phone,Decent look and looks stylish,Camera and battery quality are super good,Good phone in this range 👍,But delivery service is not good
,
  Not good phone stopped working after some time so i didn't suggest you this...
,
  Here my product review after usage of 2 week.,Pros:,Design and built quality - superb.,Display - Smoothness and view is very impressive,Finger print sensor and face unlock working  perfect.,Rear camera - Good as considering the price.,Ram management and multitasking - Just ok. Without any new applications it's consuming 1.8 gb.,Call quality very fine,Cons:,Gaming - Mobile heating and lagging when you playing high graphics game,Battery - 5020mAh battery. Moderate perform,For charging it's take 2.4 hrs per day from 0 to 100. I think MI mentioned just for advertisement.,Macro camera - useless feature,Front camera - Average,Ui is fine but consuming more ram,Many pre-installed application could not able to delete ( Mi app).,Final,Normal user you can go (If you are ok to charge twice a day).,If you are a game addict this product not at all suitable for you.,Note: I am requesting replacement for my 1st mobile due to heating issue.,Received 2nd one has battery draining issue. I am really disappointed to charge twice a day ( 5hrs per day). I suggest please buy some other brand don't waste your money like me.
,
  Worst product, not as expected its not even a month and ut hangs so much! Its front camera is just worst, only it's first look is good nothing else. Don't go for it!! Redmi note 8 and even note 5 is much better than it!😤 Completely disappointed 😤😤😤
,
  Awesome product 💎,Value for money 💵,Best in segment📱,For normal usage this one is the best 🙌,Long battery life 🤳 when compared to other smartphones.,Camera is ok for this price📸,Charging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕, Overall its best for the price  👍
,
  My Mobile phone has some screen issue. On completely black wall paper or black background there's a permanent white dot (like screen is defective) on the screen but i requested for the replacement soon device will be replaced. Although device is preety average, ram management is not that good.go for the snapdragon rather than mediatek.Pubg lags sometimes on medium settings and there's a ton of preloaded apps from which some apps you cannot uninstall.there are several options in the market other than xiaomi. So,choose your device wisely.
,
  Very nice Phone.. smooth performance.. charge service decent.. screen quality superb.. sound ok.. but body vibration issue is here.. in speaker mode or at time of calling body vibration present.. no notification light.. overall decent performance at this price.. phone support only 18 watt fast charge. But charger support 22.5 watt..
","Redmi Note 9 (Arctic White, 6GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display - 3 Months No Cost EMI on BFL"
"
  Its not orginal, the feel and look of mobile is completely scrap, the photo quality is worst. i had purchased it because we had already lava z61 bought last year and while seeing its performance thought that the pro will be better however its completely scrap.,Never ever go for it....
,
  Best Budget Mobile at this range.,Good deal for 2GB Ram Mobile.
,
  All good for under 6000.,But sound is little bit distorted, not clear as other above 10000 mobile. But still, nice speaker
,
  Good in budget,  internet works good in the phone and camera also satisfactory in this price
,
  This product i have received today this product is very bad actually battery backup is not good camera quality is not good speaker is also not good totally the product is very bad
,
  Camera quality very good.
,
  Very bad battery only runs one hour
,
  Just go for it,Best mid budget phone
","Lava Z61pro (Champagne Gold, 2GB RAM, 16GB Storage)"
"
  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.,BUILD QUALITY., Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.,DISPLAY & FINGERPRINT.,With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.,BATTERY.,Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.,CAMERA.,This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.,PROCESSOR.,After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.,SOUND QUALITY.,After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.,Bang for the bucks go for it. Thanks Amazon for Safe delivery.
,
  Ordered on Prime day, 6th August 12 AM. Received the phone on 8th August.,All aspects of the phone is on par or above the next segment.,Display is gorgeous.,Lookwise it doesn't feel like an M series phone.,FP sensor works well although it can store only 3 fingerprints.,Camera is overall good. Can't say it's a camera centric phone obviously. However it has some good outputs,6000mah battery with 25W fast charging is awesome. (you get reverse charging as well).,The only con i felt till now is the exclusion of a phone cover in the box. This might sound silly but I'm one of those guy's who use phone with a cover only to be on the safer side. Just because there is no cover I'm unable to use the phone as my daily driver right now.,Come on Samsung. How much will a tpu cover cost for you?? 50Rs??,M31s is actually A51 without on screen fp. It has better specs than A51 which retails around 8-9k than M31s which makes this phone one of a kind.,The dimensions are also the same as A51. So you can use the same tempered glass but cant use A51 back cover for M31s since it should have the cutout for side mounted fp scanner.,Overall a great phone. Value for money I should say. If you are not a heavy gamer this is the best choice around.,Will update the review after using the phone for 2 weeks.,Till then book your phone and wait for the delivery as it is back-ordered at this moment.
,
   This is to share my horrible experience with Amazon and Samsung. The phone arrived dead and I have to make multiple calls, emails to team to get it replaced. After technician report confirming that phone is dead they now asking me to go for a refund as product is no longer in stock.
,
  Strongly recommend No..why samsung make lot advertise on m31s.really don't know wt makes new compared to other M series. 'Single take' shot option really useless.People who r looking for camera please don't buy m31s.All the modes camers pictures are 95%blur mode.perfomance of mobile is not up to expectations.,When turns into selife mode really shocked IS IT HD photo or Asian paints colored WALL.REALLY SHOCKED.,THIS TIME SAMSUNG DISAPPOINTED.,Videos display is also not so effective. Starting of series most of them said not  a gaming mobile.really its not gaming mobile.No samsung pay Nfc,,No backcase,l.Rather than spending 20k on m31s supposed to switch another model.Name it as blur mobile.,THANKS
,
  purchased the phone on very first day, delivered by amazon on the next day - excellent service,about phone,used it for 2 days and then screen blacked out and phone not working,tried many things as suggested by amazon tech team but its still not working,replacement order placed but it shows 20 days to deliver next one,never expected this quality from samsung
,
  Initial impression after using for one day.,1. The display is Gorgeous. Feels like a high end device,2. Specs say 6000 MaH battery. Power management is not up to the mark. Without using any power intensive app battery drain is quite pronounced and noticeable.  Hopefully Samsung will release a patch to fix this,3.Camera: Impressive.  Good lighting conditions result in beautiful and detailed shots. Struggles a bit during the low light conditions. Overall quite ok for the price.,4. Processor: Not the fastest out there  but does the job. Nothing to complain about,5. Fingerprint scanner is decent.,6. No back case in the box. Will take time to get new case delivered.  Case is necessary as the back panel is quite slippery,7. I believe the cost should have around 17K instead of 19.5k...! But if you want a non Chinese phone then this is a good option to consider
","Samsung Galaxy M31s (Mirage Black, 8GB RAM, 128GB Storage)"
"
  One of the best budget phones available under 8K. I was a bit sceptical about buying it as the company Tecno isn't known in India but to my surprise it is exceptionally well made.,Pros,Battery Life - 6000mah Easily lasts two days,Screen - 7"" inch screen for viewing videos and movies (Helpful for my mother as she struggles with small fonts while reading or typing),Two SIM slot and dedicated Micro SD slot,Camera - 13Mp Rear Triple camera and 8mp front camera with dual flash,Android 10 (Go version) - Up to date android with Go version for a seamless use,Cons,Ram - It is only available in 2GB and 32GB internal storage variant which the company should reconsider. Do not expect playing high end games. PUBG LITE runs with minor glitches during gameplay,Sound - Speaker output quality isn't upto the mark while playing videos and music but manageable.,Would definitely recommend this phone if you're looking to buy something under 8k or a back-up phone to watch movies & web series.,Thank you Amazon & Tecno :)
,
  Value for money. I really wanted make an economical choice between phone and tablet. Glad that I am getting all tablet benefits with extra battery in a phone like this. It serve my purpose to browse online watch online content, study n enjoy music on mobile network. The phone is little heavy but if I had bought tablet it would have been bulky as well. At least it's not as heavy as a tablet but gives all benefits of tablet as well as phone.
,
  Easily the best specifications at 7999.,Was planning to get Spark Power 2.,But, this is a much better value for money - 7"" screen, 13 MP triple cam and 6000 Mah Battery! Loving this.
,
  No back cover,if u go in settings ,---legal information---user agreement----,first it's HIOS Operative system,and it's disclaimer and bound acceptence ,will glow your eyes,we are responsible for everything,,I am not installaling my bank app
,
  Made in India, Originated from PRC. Very disturbing User Agreement terms related to Mobile OS, HiOS, owned by SHENZEN, Shanghai, PRC. Data, information and password nothing safe. No assurance of keeping OS updated. Use only for low end works.,Moreover, non availability of Screen protective glass and cover, keeps always risk while handling
,
  Third class product... charging adapter not working I purchased Amazon prime membership but Amazon not proper service ( service very bad ),Third class service and cheating the customer by Amazon
,
  Value for money,Big size but good phone for battery backup
,
  The phone comes with a 7.00-inch touchscreen display with a resolution of 720x1640 pixels and an aspect ratio of 20.5:9. Tecno Spark 6 Air is powered by a quad-core MediaTek Helio A22 (MT6761) processor. It comes with 2GB of RAM. The Tecno Spark 6 Air runs Android 10 and is powered by a 6000mAh battery.,As far as the cameras are concerned, the Tecno Spark 6 Air on the rear packs a 13-megapixel primary camera with an f/1.8 aperture and a second 2-megapixel camera. The rear camera setup has autofocus. It sports a 8-megapixel camera on the front for selfies, with an f/2.0 aperture.,The Tecno Spark 6 Air runs HIOS 6.2 based on Android 10 and packs 32GB of inbuilt storage that can be expanded via microSD card (up to 1000GB) with a dedicated slot. The Tecno Spark 6 Air is a dual-SIM (GSM and GSM) smartphone that accepts Nano-SIM and Nano-SIM cards. The Tecno Spark 6 Air measures 174.68 x 79.36 x 9.30mm (height x width x thickness) . It was launched in Comet Black and Ocean Blue colours.,Connectivity options on the Tecno Spark 6 Air include Wi-Fi, Bluetooth v5.00, 3G, and 4G with active 4G on both SIM cards. Sensors on the phone include accelerometer, ambient light sensor, proximity sensor, and fingerprint sensor.,Without Back cover
","TECNO Spark 6 Air (Ocean Blue, 3GB RAM, 64GB Storage)"
"
  Best camera, very good battery life, eat body material, average weight, best performance,  best display.
,
  This is best thing you can get at this price from a reputed brand with Made in India tag. First time I ordered on the first day of online launch and am happy. I'm writing after few days of usage, but this should not be different as my experience with Samsung has been most consistent as compared to other mobile brands I've used earlier.,Good:,- Android 10! Beautiful looks! Finally I can delete SMS from notification now!!,- Display is excellent with Blue light filter.,- Performance is good. No heating or lagging. Real Racing worked fine.,- 6000 Mah battery is BIG,- 128 GB storage is pretty good. 512 GB card supported with dedicated external card slot.,- Both dedicated sim slots support LTE,- Fast charging and 15W charger top with phone. The phone came with 0% charge. Charged fast.,- Mobile speakers sound is good, but I prefer external speakers for better bass in music.,- Camera is really good. Macro performance is very good - look at skin in tatoo photo and dust perticles in deskphone photo!! (photos of M31 are from other phone). Both front and rear camera support FHD video 3840x2160. I may not require to carry my DSLR everyehere.,- Face unlock / figure-print sensor response is good,- Received next day by 11 AM !,Not So Good:,- Not that thin, but ok.,- Doesn't have Samsung Dex,- Started to Boot Screen!! Gave me a little shock but selected reboot option and then every thing was smooth. An Android Updated (other than many application updates which is normal in any case) appeared on within days of launch. But update was smooth. No issue at all.,- Feels delicate in hand but a Rs.49 cover was good enough. Wrongly ordered black while the set is blue. Just 49 so will reorder the blue one as well :),- Called Samsung Store, but no information with them about availability date. Still no call from them.,Feedback,- Feels good in hand and in use. It is a powerhouse and you feel it.,- Will update after few days of use, but don't have any doubt as of now.,Go for it without any doubt.
,
  3rd class front camera. 32 MP front camera n looks like 2mp front camera. In very disappointed  with this kind of front camera. Need refund.
,
  Lets just begin with the obvious. This phone's quality doesn't meet the claims made.,Cons:,1. Camera Quality: Picture quality is just awful. Its worse than a 8MP camera. The pixelization is obvious and it is definitely not a 64MP camera. Do not believe the claims Samsung might make. The quad camera is of no use as the macro camera reminds me of the decade when VGA cameras were common.,2. Battery: Samsung may claim the battery will last for two days but it didnt last that long - no Netflix, Prime Video, heavy games being used. So that makes two of the biggest features useless.,3. Amazon's Policy: In case you don't like the phone, Amazon has made sure you are stuck with it. The switch from 10 day ""return"" policy to 10 day ""replacement"" policy is dowright wrong! Hold onto the shutters physical mobile stores - your days are not over yet. When you do request for replacement, there is an inspection of the phone at buyer's site - which I understand but the fact that replacement will occur almost on the 10th day from my purchase still keeps me at unease.,Pros:,1. Display: The screen quality is good and has adjustment options for warm light and cold light.,2. Performance: Streaming videos and playing heavy games was smooth for the first 4 days but then again Samsung is known for fast deterioration of performance, so I will keep my eyes and ears open.,3. Sound: Speaker quality is okay but not upto the mark. In a noisy place you fail to hear the crispness and the boom.
,
  I am using it from 3 days , 6000 mah battery is just for name only, it work for 1-1.25 days only with moderate usage.,64mp camera doesn't support zoom, camera doesn't support 60fps video recording.,Build quality is not good, plastic back with lots of figure prints in few minutes handling, not look new in few seconds.,Face unlock very slow.,Heat issue which charging and heavy usage,Full charge takes more than 3 hrs,Would not recommend to buy , if you are looking  for good camera phone,go with other brands like oppo or redmi , giving much better quality
,
  The phone was wrapped in dust. Although it was seal packed, still many dust were on screen and back side. It shows security concerns and Amazon, Samsung and seller must draw its attention. How dust can be reached in seal packed box? Now I'm lacking trust in Amazon,Samsung and seller. Either my phone was used or its components might have replaced, as in brand new phone,there exists no dusts because they are built in factory, but here shows how they are playing with the customer and their product.,Phone is nice, large battery backup of more than 2 days, 6.4 display is big, camera is perfect and 6GB ram is enough for daily usage. All things are good. No heating issue.,However my only concern is ""dust"" and how it came there if its brand new.,So I could give 5 star,but now 1 is enough.,Beware of Amazon,Samsung and seller.
,
  Software is no working. No sounds in media, cant attend calls, every 5 mints phone gone to switched off and even though no retraining option.
,
  Phone camera is not good , samsung says it's 64 mega pixel but its photos like 8 megapixels .photo detailing are not good  . Also processor is not Upton the mark it's some time slow and hang in multi function use . While using keyboard , keyboard hide automatically for 1 second . My mobile variant is 6 GB 128 GB. Don't waste your time and money .
","Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)"
"
  Febulas performance Redmi Note 8 ...I love it ..😍,first time I parchase online and Amazon give full satisfaction of product.,Thanks for Amazon 😘
,
   Phone hanged many times .I return it for replacement but not get back yet.Amazon shipping and replacement service is too bad. I uploaded a video....
,
  Loving the phone....Purchased with bank discount,6gb 128gb blue variant...i must say,it looks super awesome....,having gorilla glass protection in front and back,it makes it even better....,Camera is really cool,getting some decent clicks,just install google camera and the quality is much much better,Battery backup is quite good as well,just turn off dual 4g,dont use volte if not necessary,turn of auto start for apps which u feel are not required,keep miui battery saver turned on for better backup,keep gps off when not needed,just do small adjustments and battery will surely last longer,Performance is also great considering the chipset you are getting,infact u also get 4g+ which is not even there on redmi note 7 pro and would never come also....so internet speed,call quality,signal strength...everything is impressive,I must say,in this price range,this phone totally deserves praises from all....i hope i tried to cover all points and helped people to look for this phone as a good option for them...All the best...
,
  best mobile under 10000
,
  Pros- battery,Camera,Price,Look,Cons- delicate. So has to be handled carefully.,It took 10 days for the product to reach.
,
  Excellent phone under 10,000. Specialy 18 watt fast chargers🔋🔌.....if your budget is 10k u must buy it without any doubt...👍
,
  Redmi note 8 is the best Smartphone under 10k of the year 2019
,
  Awesome mobile under 10K.
,
  A empresa não é indicada, fazem anúncios do produto na plataforma, emitem nota exatamente igual está no anúncio, mas na hora que entrega o produto é inferior, e ainda debocham da nossa cara, falando que não trabalham com o produto.,Comprei um celular xiaomi note 8 128 GB com 6 RAM, Mas me entregaram outro com 4 RAM.,Absurdo!!! Propaganda enganosa...
,
  El celular tiene cerios problemas de conectividad no puedes hacer nada inalámbrica mente ya que a cada segundo te desconecta de wifi o del 4g, aclaro ese es el problema del que me enviaron.
,
  El wifi no funciona , va y viene así tengas el modem a un lado de el , ví que con otro usuario tenían el mismo error , quedaron de llamarme para darme asesoría técnica pero no lo hicieron , en definitiva lo devolveré .
,
  O aparelho chegou menos de 48h depois do pedido, muito antes do prazo. Estou adorando, tudo de acordo com a descrição.
,
  Amei o produto!! A entrega foi super rápido, apesar dessa pandemia toda! Em menos de 4 dias estava na minha casa!! AMEI! UM SUPER OBRIGADA PELA ATENÇÃO!! <3,#FiquemEmCasa,#CompreAqui
","Redmi Note 8 (Cosmic Purple, 4GB RAM, 64GB Storage)"
"
  This book is very easy to understand! All explanations and diagrams in it are very clear. The language of the book is very simple and the explanations are easy to grasp even in a single read! I am a Mumbai university engineering student and I highly recommend this book if you are a computer student.
,
  best book for mobile communication. also it covers some  topics of internet technology and computer networks. best book for ECE students
,
  Best book
,
  Good book for wireless and mobile computing.,Topics are very nicely explained.
,
  First time I got very bad product but in replacement I got new one
,
  This book is not at all a good one. Not up to the mark. Really really really disappointed.
,
  The book I received was pretty old.
,
  Good
,
  All previous reviews are correct, this deserves 5 stars. The book is good, setting up the basics of wireless comms in a good style and with the help of very useful illustrations. I hope a new edition comes out soon covering the developments since 2003.
,
  Book gives a very good insight about the mobile networks and technologies. I totally recommend this book for students learning Mobile communication systems.
,
  Altough is very good for the subjects it touches, it is very hard to keep reading it. Lots of information on it but not the most simple writting.
,
  Buch im guten Zustand
,
  Commence un peu à dater, à l'époque, j'avais trouvé dommage qu'il n'y ait rien sur la 4G. Ce bouquin m'a néanmoins bien servi pour mes cours de télécommunications à l'école polytechnique, ayant fait un master dans le domaine des télécommunications.
",Mobile Communications | Second Edition | By Pearson
,"I KALL K500 (Blue, 4GB, 64GB)"
"
  Thank you samsung and Amazon for timely rakshabandhan delivery.Now for readers this is a review unbiased and written after testing and continuous usage :-,Pro's,1.Screen ppi is great as entry level device✌,2.Battery backup is awesome thanks to samsungs R&D even with .7mamp charger.👀,3.Android go version 10 is cute without craps,4.Reading pdfs is easy and comfort for eyes atleast samsung has guts to say the truth.,5.No lag till now because i dont need gaming other than that all regular even without go apps are nicely running.,6.fingerprint and face lock i dont need so good they are not provided.,7.Call quality is okay.Speaker is normal.,8.For music lovers dowload any music app with equilizer will be fine.,9.16gb/32gb and sd card is okay.,10.Auto smart memory cleaner(use smart manager in settings once a day) for smooth RAM functioning and ROM cleaning🤗,11. Supports OTG as well.,Cons,1. Camera below average still expected but samsung should work more on this front if they wanna beat chinese phones.,2.Not for gamers and thats expected buy a 4gb Ram 🤔 based phone why reading me?😉,3.finger print and face lock missing I Can manage but most indians can't.,4.Battery takes 3.15 hours to charge to work for 12 hours of calling and surfing and thats not bad at all but can be issue for chinese phone lovers who have habit of charging again and again to play pubg.,Overall out of 5.Camera-2  Gui-4  Screen ppi-5  speed-4  android-4,Don't buy a phone only because of specifications must see integration and longevity overall a nice secondary option and primary for featured phone switchers.
,
  Very smooth UI latest M series .,Battery is good. 3000mah,It has dark mode.,Apps run smoothly.,Camera is average.,Best for secondary phone.,Apps are of GO version,WiFi calling feature.
,
  I free of cost taken this phone for I show my friends in WhatsApp & facebook this phone a budget phone and full specification and more sell for samsung smartphones.
,
  Its not working. Pls don't buy this phone. Listen carefully, Only on August 14th 2020 I bought this, but today 23.08.2020 its not working. I couldn't even switch this mobile on. Samsung Galaxy M01 mobile. Mobile is not worth. As today I came to amazon for return or replacement this cheater has closed the return window by yesterday. How cunning they are ? not even ten days its been since I have bought. This cheaters have closed it. Its not working now.  Even if I call toll free numbers no one responses.
,
  The phone suddenly went completely dead within 10 minutes of switching it on after receiving it. Asked for a return, but the delivery boy didn't take the return because the phone is dead! Again request a return. Waiting to see what happens now. Can not take it to any shop or dealer as it is purchased online.
,
  After using 4/5 days suddenly without notice, the phone shutdown automatically and I couldn't restart it. So contact with amazon for replacing it and get very quick response from their end and they book a time slot to verify it by a technician. But after few hours later I found in start up guide send by Samsung,  how to restart when it stops working or hanged( by pressing power and volume key simultaneously for seven seconds or more). The fault is from the end of Samsung company I suppose, because they should mention the process on the front page with bold letter. Most of the reviews which get 1 star facing the same problems like of mine.,  After using one month I want to add some extra points which impressed me.,1. Sound quality and graphics are very good.,2. Smooth touch sensitivity,3. Ringtones are much louder.,4.Two volte nano SIM s work fine together.,5.Battery backup is good. Charging time is not so lengthy.,6.Any SIM can be switched off manually, that impressed me.,7. 2GB ram and 32 GB storage is better option for budget friendly people.,8. I faced hanging problem for one day only till now , which can be easily solved by pressing volume down key and power key simultaneously for 7 seconds or more.,8. Lastly this mobile is Made in India which I like the most.,  So any one can go for it. Amazon agents are really helpful which I experienced.
,
  Thanks Amazon for delivering the product as mentioned in the product description. It was well packed and delivered.,By the way, A Special Thanks to SAMSUNG for stepping up to INDIA's needs and introducing a new Line of Phones for taking on the Chinese Incursions in Indian Mobile Phone Market.,We ordered ""Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage)"" and thrown away the chinese phone Salomi as it had 100 other Apps Pre-Installed without our information and heating phone and draining battery. Had a tough times using that 'Salomi' phone. Now with a GOOD / BETTER Phone from GOOD Company Samsung, happy to own this ""Little Cute Phone"".,Samsung Galaxy M01 Core (Blue, 2GB RAM, 32GB Storage) -- is a small enough to keep in pockets and has all the Latest Android 10 OS with a Good Display.,  -- All latest version of Apps in a lite mode which means what we need only will be loaded and given instead of ""loading all forever"" and wasting our Precious Data.,-- A good Camera with Samsung Reliability is known for its Crisp Camera and Displays.,What else needed in a phone. Thanks SAMSUNG for bringing a new Affordable Range with Latest Android 10 OS.,Way to go SAMSUNG. Surely we INDIANS will support SAMSUNG and make it to No.1 Company by replacing the Chinese Mobile Companies in INDIA.
,
  Not bad....can suggest this mbl for normal users.... charging speed is very much disappointed , taking lot of time to charge up ....basic charger type not even USB cable....this suits for parents only ....not for youngsters, gamers etc.
","Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers"
,practical ways to hack mobile security
